location,total_sqft,size,price
Begur Road,1240.0,2,45.88
Choodasandra,1140.0,2,62.0
Sarjapur,3508.0,4,425.0
KR Puram,1700.0,3,105.0
Old Airport Road,2658.0,4,189.0
OMBR Layout,3400.0,4,275.0
Balagere,645.0,1,41.0
Hormavu,1046.0,2,60.0
Munnekollal,1200.0,10,230.0
Other,1500.0,1,300.0
Other,3000.0,6,300.0
Thubarahalli,975.0,2,50.0
ISRO Layout,1050.0,2,51.0
HSR Layout,1200.0,9,350.0
Other,1903.0,3,165.0
Bommenahalli,1286.0,3,232.0
Other,1200.0,2,38.0
Other,2996.0,4,200.0
Other,3400.0,4,200.0
Whitefield,2000.0,4,312.0
Jigani,1453.0,4,160.0
Other,1092.0,2,43.0
Hormavu,1400.0,2,75.0
Bommanahalli,1416.0,3,85.0
Electronic City,1100.0,2,41.0
Kothanur,1760.0,3,110.0
Marathahalli,3800.0,4,235.0
Vasanthapura,1037.0,2,36.28
Yeshwanthpur,1384.0,3,76.18
Other,551.0,1,30.0
Indira Nagar,2400.0,4,1250.0
7th Phase JP Nagar,500.0,1,70.0
Sarjapur,900.0,2,27.98
Anandapura,1415.0,3,74.0
Other,1400.0,2,44.8
Other,1300.0,7,52.0
Other,2850.0,3,460.0
Kudlu,1030.0,2,75.0
Anjanapura,1800.0,4,55.0
Other,10000.0,5,1950.0
Old Madras Road,1210.0,2,77.0
Vishveshwarya Layout,2000.0,4,90.0
Other,1780.0,3,100.0
Other,950.0,5,55.0
Panathur,1050.0,2,60.0
Hosur Road,1370.0,3,38.36
Marathahalli,3951.0,4,230.0
Bellandur,2500.0,3,112.0
Other,1050.0,2,49.5
Anjanapura,1843.0,3,87.54
Somasundara Palya,1186.0,2,76.0
Haralur Road,560.0,1,45.0
Mahalakshmi Layout,1200.0,4,160.0
Yelahanka,1823.0,3,103.0
Other,1310.0,3,90.0
Varthur,1520.0,3,60.0
Bhoganhalli,1610.0,3,74.03
Whitefield,1500.0,3,78.57
LB Shastri Nagar,1400.0,3,80.0
HRBR Layout,1625.0,3,120.0
Chikkalasandra,1500.0,5,265.0
Other,900.0,2,24.0
Talaghattapura,1100.0,2,32.0
Bannerghatta Road,1000.0,2,50.0
Old Airport Road,2774.0,4,197.0
Yeshwanthpur,994.0,1,54.67
Kaggadasapura,1455.0,3,75.0
Chandapura,1200.0,5,79.0
Lakshminarayana Pura,1172.0,2,75.0
Hennur,1935.0,3,102.0
Rachenahalli,1856.0,3,106.0
Old Airport Road,2392.0,3,249.0
Uttarahalli,900.0,2,35.0
Raja Rajeshwari Nagar,1757.0,3,98.0
Kudlu,1027.0,2,44.0
Whitefield,1626.0,3,85.0
Hoodi,1559.0,3,81.55
Amruthahalli,1190.0,2,50.0
KR Puram,1200.0,2,72.0
Harlur,1174.0,2,74.0
Kanakpura Road,1140.0,2,65.0
Other,1603.0,3,125.0
Subramanyapura,1278.0,3,70.0
Other,2180.0,3,285.0
Banashankari Stage III,1085.0,2,50.0
Whitefield,1195.0,2,61.36
Other,450.0,1,30.0
Rajaji Nagar,6500.0,4,1400.0
Attibele,550.0,1,11.5
Kenchenahalli,1165.0,2,45.0
Other,3000.0,4,301.0
Kanakpura Road,1452.0,3,60.0
Sarjapur  Road,702.0,1,52.0
Banashankari,1020.0,2,42.83
Devanahalli,1340.0,2,65.0
Marathahalli,1125.0,2,54.8
Other,1160.0,2,40.53
Vidyaranyapura,1050.0,2,50.0
JP Nagar,1960.0,3,138.0
Ganga Nagar,1200.0,2,52.0
Judicial Layout,1200.0,3,220.0
Old Airport Road,3496.0,4,262.0
Electronic City,975.0,2,32.0
Kudlu,1700.0,3,125.0
8th Phase JP Nagar,1800.0,4,230.0
Other,612.0,4,47.0
Other,1275.0,2,69.0
Yeshwanthpur,650.0,1,40.0
Kasavanhalli,1495.0,2,110.0
Hebbal,1200.0,2,48.0
Hennur Road,1679.0,3,94.86
Kaval Byrasandra,1450.0,3,75.0
Balagere,1210.0,2,82.0
Other,1300.0,3,51.0
Judicial Layout,1165.0,2,49.61
Other,1623.0,3,155.0
Channasandra,1115.0,2,35.8
BTM Layout,450.0,1,20.0
Electronics City Phase 1,1170.0,2,62.0
KR Puram,2065.0,4,248.0
Marathahalli,1700.0,3,126.0
Uttarahalli,1080.0,6,160.0
Malleshpalya,1245.0,2,55.0
Kanakapura,1017.0,2,66.0
7th Phase JP Nagar,650.0,6,80.0
Sarjapur  Road,1242.0,2,75.0
Yelahanka,1792.0,3,104.0
Other,1275.0,3,55.0
8th Phase JP Nagar,1200.0,6,260.0
Other,2400.0,3,408.0
Electronic City,605.0,1,22.0
HBR Layout,1200.0,4,115.0
Electronics City Phase 1,1450.0,3,79.0
Bommenahalli,1232.0,3,96.0
Laggere,1800.0,5,70.0
Other,900.0,1,52.3
Kaggadasapura,1200.0,2,40.0
Kadugodi,2100.0,4,204.0
Uttarahalli,1065.0,2,42.6
Other,1075.0,2,48.38
Other,1508.0,6,240.0
Other,780.0,2,31.0
Ramagondanahalli,1910.0,3,150.0
Cox Town,1280.0,2,120.0
Raja Rajeshwari Nagar,1530.0,3,64.0
Bhoganhalli,2439.0,4,170.0
Other,1088.0,2,43.5
Raja Rajeshwari Nagar,1587.0,3,73.8
Kaggadasapura,1045.0,2,55.0
Yelahanka,1304.0,2,69.97
Whitefield,1100.0,2,65.0
Hennur Road,1482.0,3,68.9
Devanahalli,2125.0,3,107.0
Varthur,1000.0,5,65.0
Other,1194.0,2,45.0
Kengeri,1200.0,2,42.0
Other,1070.0,2,32.99
Whitefield,1100.0,2,46.5
Whitefield,1270.0,3,65.0
Other,1000.0,2,31.0
Vittasandra,1246.0,2,69.0
Raja Rajeshwari Nagar,1529.0,3,51.77
Thanisandra,1185.0,2,42.0
Gubbalala,1060.0,2,46.0
Ananth Nagar,1319.0,3,37.75
Kaikondrahalli,991.0,2,64.0
Thanisandra,662.0,1,38.0
Other,1200.0,2,110.0
Other,1400.0,3,78.0
Talaghattapura,1575.0,3,80.0
Hosakerehalli,600.0,2,65.0
Electronic City,717.0,5,78.0
Ananth Nagar,1319.0,3,42.0
Brookefield,2000.0,3,300.0
9th Phase JP Nagar,600.0,3,85.0
Electronics City Phase 1,940.0,2,48.0
Kodigehalli,500.0,2,55.0
Bharathi Nagar,1349.0,2,56.7
Whitefield,3117.0,3,261.0
HSR Layout,1844.0,3,95.0
Sarjapur  Road,2275.0,3,185.0
Bannerghatta,2895.5,4,246.0
Varthur Road,1140.0,2,49.11
Banjara Layout,900.0,3,79.0
Other,2648.0,3,238.0
Judicial Layout,5400.0,5,700.0
Banashankari,1372.0,3,48.02
Other,1455.0,3,45.0
Hebbal,1100.0,2,38.0
Other,1475.0,3,80.0
Nagavarapalya,1788.0,3,164.0
Kudlu Gate,1850.0,3,120.0
Marathahalli,1315.0,3,60.0
Other,1721.0,3,93.0
Sonnenahalli,1059.0,2,62.0
Kadubeesanahalli,1184.0,2,55.0
Yelahanka,1400.0,7,175.0
Koramangala,2223.0,3,300.0
Other,1480.0,3,75.0
Kodigehalli,635.0,2,28.0
Other,2400.0,2,228.0
JP Nagar,1500.0,4,87.0
Hosa Road,1143.0,2,34.2
Sarjapur  Road,3200.0,4,350.0
Kanakpura Road,3170.0,4,250.0
Kothannur,1485.0,3,59.4
Rajaji Nagar,1640.0,3,251.0
Hennur,1655.0,3,70.5
Other,1163.0,2,68.0
Yelahanka New Town,1286.0,1,18.0
Hennur Road,1654.0,3,97.8
Other,801.0,1,33.645
Other,2100.0,4,1000.0
Bellandur,1685.0,3,101.0
Banashankari,1540.0,3,80.0
Thanisandra,1265.0,2,72.0
Kasavanhalli,1200.0,3,38.4
Other,1300.0,3,80.0
Sultan Palaya,1009.0,2,65.0
Other,1540.0,3,65.0
Bellandur,1735.0,3,105.0
HSR Layout,2500.0,4,300.0
Marsur,497.0,2,20.0
Hosakerehalli,2480.0,3,265.0
Electronic City,1142.0,2,35.0
Other,1215.0,3,46.8
Electronic City,1070.0,2,48.0
Bommasandra Industrial Area,1125.0,2,32.49
Kasavanhalli,1575.0,2,85.0
Hosa Road,1360.0,2,77.61
Haralur Road,1710.0,3,85.0
Electronic City Phase II,1200.0,2,34.65
Bannerghatta Road,2185.0,4,120.0
Other,2400.0,4,135.0
Banashankari,1195.0,2,35.84
Bannerghatta Road,1012.0,2,45.0
Ganga Nagar,998.0,2,65.0
Doddaballapur,2400.0,3,250.0
7th Phase JP Nagar,1130.0,2,85.0
Koramangala,1744.0,3,210.0
Rajaji Nagar,2733.0,4,259.0
Karuna Nagar,1354.0,3,98.0
Other,3300.0,10,450.0
Brookefield,1389.0,2,94.0
Sarjapur,2970.0,4,130.0
Cooke Town,2560.0,3,310.0
Other,500.0,3,75.0
Kaggadasapura,1495.0,3,60.0
Varthur,1738.0,2,57.35
Dodda Nekkundi,1315.0,2,50.0
Marathahalli,1270.0,2,73.0
Electronic City Phase II,1160.0,2,52.2
Raja Rajeshwari Nagar,1450.0,3,67.0
Rayasandra,470.0,1,21.0
Other,1040.0,2,78.0
Sarjapur,1205.0,2,29.0
Other,1215.0,3,50.0
Whitefield,1135.0,2,58.0
8th Phase JP Nagar,1224.0,3,48.95
Budigere,664.0,1,34.0
Electronic City,1160.0,3,42.0
Babusapalaya,1200.0,2,105.0
Bommasandra Industrial Area,1220.0,3,35.2
Bharathi Nagar,1328.0,2,69.0
Other,975.0,2,45.0
Other,1907.0,3,200.0
Malleshwaram,900.0,2,72.0
Other,1330.0,2,80.0
Rajiv Nagar,2330.0,4,175.0
Munnekollal,1222.0,3,95.0
Dodsworth Layout,4446.0,3,410.0
Sarjapur  Road,2100.0,3,135.0
Sarjapur  Road,3335.0,4,290.0
Whitefield,3150.0,3,290.0
Other,1320.0,3,95.0
9th Phase JP Nagar,820.0,7,140.0
Other,8000.0,5,550.0
Hennur Road,2400.0,4,500.0
Hosur Road,2000.0,4,130.0
Electronic City Phase II,1244.0,2,55.0
Gunjur Palya,1400.0,3,45.0
Rajaji Nagar,1056.0,2,250.0
Hebbal,2630.0,4,188.0
Indira Nagar,2800.0,4,365.0
Seegehalli,1683.0,3,80.0
Yelahanka,1250.0,2,54.0
Hennur Road,1305.0,3,110.0
Sarjapur  Road,3009.0,3,331.0
Kaggalipura,1150.0,3,57.5
Kaggadasapura,1654.0,3,70.0
Other,4500.0,4,225.0
Kasavanhalli,1069.0,2,55.0
Chandapura,750.0,2,18.5
Banashankari,675.0,4,140.0
Hormavu,2400.0,3,177.0
Koramangala,1410.0,4,280.0
7th Phase JP Nagar,1680.0,3,130.0
Other,3500.0,3,500.0
Other,2200.0,4,150.0
Thanisandra,1595.0,3,105.0
Hennur Road,1480.0,3,100.0
Other,1092.0,3,95.0
Koramangala,1866.0,3,245.0
Hebbal,3895.0,3,390.0
Banashankari,1683.0,3,115.0
Dasanapura,545.0,2,22.34
Banaswadi,1340.0,2,73.0
Other,1100.0,3,53.0
Akshaya Nagar,2000.0,1,200.0
Whitefield,1185.0,2,56.0
Haralur Road,1730.0,3,95.0
Hennur Road,1450.0,3,88.6
Sarjapur  Road,1862.0,3,110.0
Sarjapur  Road,4000.0,4,578.0
Old Madras Road,2430.0,3,180.0
Hoodi,863.0,1,40.55
Other,1170.0,2,50.0
Other,1075.0,2,50.0
Kodichikkanahalli,1060.0,2,34.0
Sarjapur,850.0,2,32.0
Other,935.0,2,45.9
Gollarapalya Hosahalli,1905.0,4,86.0
Other,2000.0,6,300.0
9th Phase JP Nagar,600.0,6,75.0
Chikkabanavar,1500.0,4,105.0
Bannerghatta Road,1725.0,3,85.0
Other,1120.0,2,36.0
Brookefield,1750.0,3,75.0
7th Phase JP Nagar,2000.0,3,77.0
Koramangala,1745.0,3,98.0
Other,750.0,5,95.0
Uttarahalli,1270.0,3,55.25
Iblur Village,5384.0,5,420.0
Sahakara Nagar,1180.0,2,72.0
Other,1130.0,2,75.0
Ardendale,1723.0,3,95.0
Mysore Road,1175.0,2,70.5
Ambalipura,1607.0,3,112.0
Other,1334.0,2,62.0
Vishwapriya Layout,2800.0,5,130.0
Bannerghatta,1113.0,2,70.0
9th Phase JP Nagar,1300.0,3,58.0
Judicial Layout,2400.0,4,350.0
Sahakara Nagar,1200.0,2,60.0
Jakkur,5150.0,4,559.0
2nd Stage Nagarbhavi,1200.0,5,290.0
Whitefield,2956.0,4,234.0
Begur Road,1100.0,5,165.0
Panathur,1398.0,2,97.0
Margondanahalli,1152.0,2,66.0
Nagavara,1110.0,2,44.95
 Devarachikkanahalli,1116.0,2,47.0
Babusapalaya,1061.0,2,33.84
Malleshwaram,620.0,1,86.8
Yelahanka,1270.0,2,57.0
Other,966.0,2,50.0
Kodigehalli,1320.0,4,249.0
Iblur Village,3596.0,4,297.0
Other,1630.0,3,131.0
Other,600.0,5,72.0
Amruthahalli,1202.0,2,65.0
Other,1200.0,4,250.0
Jakkur,1300.0,2,80.0
Uttarahalli,1200.0,6,330.0
Electronic City,1360.0,3,70.0
Hennur Road,1155.0,2,69.18
Hosakerehalli,2378.0,3,310.0
Hulimavu,1011.0,2,38.0
HSR Layout,1203.0,2,72.0
Hebbal,1645.0,3,113.0
Horamavu Agara,1364.0,3,50.0
Other,1050.0,1,41.0
Kothanur,1365.0,3,66.0
Jigani,1252.0,3,70.0
Panathur,1065.0,2,58.0
Sahakara Nagar,1032.0,2,45.0
Frazer Town,2900.0,4,325.0
Sector 2 HSR Layout,1515.0,3,69.0
Other,1427.0,2,52.0
Magadi Road,940.0,2,50.0
Other,800.0,5,95.0
Bannerghatta Road,1460.0,3,80.0
Sarjapur  Road,2275.0,3,175.0
9th Phase JP Nagar,1522.0,3,90.0
Other,3210.0,3,380.0
Thanisandra,1185.0,2,42.67
Other,5425.0,13,275.0
Banashankari,1800.0,3,125.0
Electronics City Phase 1,940.0,2,44.0
Marathahalli,1530.0,3,71.0
Other,1050.0,2,48.0
Subramanyapura,929.0,2,49.0
Banjara Layout,3750.0,4,145.0
Whitefield,1530.0,3,75.0
Other,900.0,2,48.0
Vasanthapura,978.0,2,34.22
Other,4041.0,4,345.0
Ambalipura,770.0,1,43.82
Kaval Byrasandra,1066.0,2,55.0
Whitefield,1015.0,2,45.0
Hebbal,1175.0,2,54.05
Chikkabanavar,1200.0,4,130.0
Vidyaranyapura,1188.0,2,50.0
Indira Nagar,2400.0,5,700.0
Other,620.0,1,25.0
Other,1210.0,2,75.0
Attibele,1000.0,3,90.0
Rajaji Nagar,1500.0,3,99.0
Electronic City,1800.0,4,190.0
Thanisandra,1185.0,2,43.66
Basavangudi,1600.0,3,130.0
Gottigere,1100.0,2,28.0
Yelahanka,1300.0,2,69.23
Kasavanhalli,1100.0,2,68.0
Ambalipura,860.0,2,28.93
Panathur,1007.0,2,64.0
Akshaya Nagar,1100.0,2,48.0
Whitefield,1187.0,2,38.0
R.T. Nagar,1150.0,2,72.0
Nagavara,2400.0,3,252.0
Other,1180.0,2,41.94
Budigere,1820.0,3,85.2
Other,2400.0,3,775.0
KR Puram,3628.0,4,246.0
Other,1430.0,3,70.0
Old Madras Road,1165.0,2,40.77
Jalahalli,1569.0,3,118.0
Other,1950.0,3,95.0
Yelahanka New Town,2437.0,3,125.0
Marathahalli,950.0,2,46.7
Bellandur,1685.0,3,115.0
Green Glen Layout,3270.0,4,205.0
Sarjapur  Road,1314.0,2,110.0
Other,1130.0,2,68.0
Other,1200.0,6,122.0
Sultan Palaya,890.0,6,160.0
Other,857.0,3,95.0
Whitefield,2247.0,3,145.0
Marathahalli,1550.0,3,85.0
Hoodi,1715.0,3,100.0
Hennur Road,1053.0,2,53.0
Begur Road,1200.0,3,50.0
HBR Layout,1800.0,3,230.0
Chikkabanavar,2400.0,5,97.0
Other,1245.0,2,60.0
Whitefield,3940.0,4,265.0
Thanisandra,1241.0,3,65.0
7th Phase JP Nagar,2980.0,3,260.0
Other,600.0,6,130.0
Other,1390.0,3,50.0
Other,600.0,8,175.0
Other,2750.0,3,275.0
Koramangala,1350.0,2,103.0
Sarjapur  Road,1787.0,3,116.0
BTM Layout,2400.0,3,220.0
Haralur Road,3700.0,4,325.0
Sarjapur  Road,1691.0,3,93.01
Chikka Tirupathi,2325.0,3,95.0
Thyagaraja Nagar,570.0,5,80.0
Akshaya Nagar,1896.0,3,102.0
Banashankari Stage V,1540.0,3,48.51
Other,1244.0,2,95.0
Hormavu,1365.0,3,65.0
Thanisandra,580.0,1,27.5
Other,1500.0,3,180.0
8th Phase JP Nagar,1513.0,2,62.0
Banashankari,1175.0,2,41.13
Thanisandra,2087.0,3,139.0
Talaghattapura,2273.0,3,145.0
Thanisandra,2050.0,3,150.0
Whitefield,1190.0,2,59.0
Kodigehalli,600.0,4,85.0
Thigalarapalya,1830.0,3,133.0
Channasandra,4278.0,7,299.0
Sarjapur  Road,1028.0,2,56.0
Whitefield,1160.0,2,67.0
Mahadevpura,1505.0,3,78.0
Other,400.0,1,50.0
Sarjapur,1175.0,2,41.68
Other,1100.0,2,57.6
Devanahalli,1230.0,2,56.45
Other,1200.0,3,180.0
Other,3100.0,5,165.0
Old Madras Road,5020.0,5,287.0
Dodsworth Layout,1340.0,2,71.0
Banashankari,1750.0,3,89.0
Banashankari Stage II,1400.0,2,100.0
Nagarbhavi,1350.0,3,60.0
Other,1675.0,3,62.0
Thanisandra,1340.0,2,66.33
Malleshwaram,600.0,2,68.0
Hulimavu,1276.0,2,76.0
Ramagondanahalli,1738.0,3,76.0
Other,1190.0,2,59.9
Electronic City,1128.0,2,65.45
Other,1250.0,2,55.0
Other,1450.0,2,90.0
Kudlu,1084.0,2,53.0
Kaggadasapura,2150.0,4,90.0
Koramangala,6000.0,4,625.0
Nagarbhavi,600.0,4,77.0
Hosur Road,1250.0,2,65.0
Seegehalli,2400.0,3,240.0
Begur,1304.0,3,65.0
Rajaji Nagar,1640.0,3,268.0
7th Phase JP Nagar,980.0,2,77.44
Other,1275.0,2,49.5
Other,10030.0,1,150.0
Banjara Layout,2500.0,3,140.0
Other,3600.0,4,225.0
Anekal,2400.0,3,95.0
Other,2300.0,3,280.0
Kanakpura Road,1450.0,3,70.18
Electronic City,890.0,2,40.0
Bannerghatta Road,1340.0,2,85.0
Vidyaranyapura,1100.0,3,75.0
Kengeri,750.0,2,40.0
Basaveshwara Nagar,700.0,4,125.0
Akshaya Nagar,1300.0,2,66.0
HRBR Layout,1301.0,2,120.0
Other,3200.0,9,130.0
Other,1900.0,3,92.0
Kanakpura Road,1299.0,2,105.0
Whitefield,1600.0,4,300.0
Kalkere,925.0,2,55.0
Other,3900.0,3,250.0
Uttarahalli,1107.0,2,45.0
Other,1400.0,2,160.0
Electronics City Phase 1,1300.0,2,67.0
Yeshwanthpur,570.0,2,62.0
Other,1715.0,3,95.0
Uttarahalli,1200.0,2,55.0
Other,1200.0,6,280.0
Other,703.0,2,60.0
Marathahalli,1144.0,2,65.0
Kanakpura Road,525.0,1,26.01
Other,1400.0,3,56.0
Balagere,661.0,1,33.0
Other,1200.0,6,160.0
Kengeri Satellite Town,1200.0,5,70.0
Yelahanka,1705.0,3,91.0
Other,1035.0,5,170.0
Kadugodi,1430.0,3,55.0
Marathahalli,1240.0,2,55.0
Electronics City Phase 1,1000.0,2,28.0
Other,740.0,4,24.5
Uttarahalli,1330.0,3,46.45
Sarjapur  Road,3005.0,4,275.0
Shivaji Nagar,1300.0,3,170.0
Kengeri Satellite Town,936.0,4,60.84
Banashankari Stage III,1500.0,3,100.0
Kodigehalli,1200.0,3,156.0
Cox Town,1073.0,2,72.0
Kudlu,1300.0,2,56.0
Sarjapur,4201.0,4,435.0
Whitefield,1216.0,2,66.88
Jigani,1252.0,3,59.0
Hormavu,1196.0,2,44.8
Padmanabhanagar,610.0,3,75.0
Other,1270.0,3,57.15
Mico Layout,1171.0,2,39.0
Kothannur,1215.0,3,48.6
Other,600.0,1,20.0
Whitefield,1180.0,2,77.0
Electronic City Phase II,1160.0,2,33.51
Other,4382.0,4,400.0
Whitefield,2140.0,3,139.0
Yeshwanthpur,1500.0,3,100.0
Banaswadi,1008.0,2,52.0
Ambedkar Nagar,1921.0,3,129.0
Electronic City,1127.0,2,32.0
Rajaji Nagar,1621.0,3,124.0
Other,2400.0,3,360.0
Other,1030.0,3,77.25
Whitefield,1314.0,2,84.0
Banashankari Stage VI,600.0,4,97.0
JP Nagar,1590.0,3,85.0
Shivaji Nagar,703.0,2,49.5
Hosakerehalli,1795.0,3,64.62
Gottigere,3000.0,4,132.0
Electronic City,825.0,2,35.0
Yelahanka,4025.0,4,350.0
Other,1254.0,3,70.0
Ramagondanahalli,2040.0,3,114.0
Malleshwaram,2475.0,3,337.0
Other,1669.0,3,298.0
Nagappa Reddy Layout,1820.0,3,79.5
Horamavu Agara,1623.0,3,89.0
Electronic City,1200.0,2,40.5
Gottigere,1613.0,3,72.0
Other,1293.0,2,80.0
Hoskote,1065.0,2,28.5
Kudlu Gate,940.0,2,69.57
Sarjapur  Road,1181.0,3,65.0
Marathahalli,1100.0,1,75.0
Other,1050.0,2,36.0
Subramanyapura,1260.0,3,75.0
Banashankari Stage II,2800.0,5,425.0
Other,1500.0,3,56.0
KR Puram,1200.0,6,132.0
Other,1000.0,2,66.0
Whitefield,1530.0,3,73.0
Other,1864.0,3,115.0
Sarjapur,1575.0,3,55.0
Attibele,1200.0,3,105.0
Raja Rajeshwari Nagar,945.0,2,45.0
Sarjapur  Road,1691.0,3,100.0
Other,1200.0,2,135.0
Electronic City Phase II,1220.0,3,35.25
Kengeri,600.0,1,35.0
Whitefield,1160.0,2,39.0
Other,1950.0,3,89.5
Other,2400.0,4,150.0
Abbigere,795.0,2,32.6
TC Palaya,1400.0,5,97.0
Kalyan nagar,2285.0,3,165.0
Other,1263.0,2,51.5
Hennur,1345.0,3,69.0
Other,4400.0,5,240.0
Electronic City,1360.0,3,58.0
Sarjapur  Road,1026.0,2,60.55
Uttarahalli,1460.0,3,76.0
Other,1525.0,3,91.48
Ananth Nagar,1000.0,2,25.0
Koramangala,1642.0,3,115.0
Other,975.0,2,60.0
Bisuvanahalli,1075.0,3,44.0
Panathur,1210.0,2,77.93
Akshaya Nagar,1225.0,2,68.0
Jakkur,1290.0,2,80.04
Other,1220.0,2,56.0
Other,1500.0,1,85.0
Kaggadasapura,1361.0,2,79.0
Frazer Town,2801.25,5,462.0
1st Phase JP Nagar,1394.0,2,85.0
Yelahanka,870.0,2,27.0
Other,5000.0,4,300.0
Rajaji Nagar,1222.0,2,98.0
Bellandur,1846.0,3,135.0
Benson Town,1688.12,2,270.0
Yeshwanthpur,1167.0,2,64.08
Ananth Nagar,902.0,2,25.0
Kannamangala,2422.0,4,135.0
Kundalahalli,1260.0,2,58.0
Banashankari Stage II,3000.0,3,450.0
Jigani,939.0,2,39.0
Konanakunte,1590.0,9,150.0
Jalahalli,600.0,1,37.0
8th Phase JP Nagar,1298.0,2,59.0
Marathahalli,1710.0,3,135.0
Subramanyapura,1000.0,2,45.0
Ramagondanahalli,3350.0,3,150.0
Other,1200.0,2,138.0
Other,1100.0,2,68.0
Jalahalli,615.0,1,46.0
Sarjapur  Road,1350.0,2,85.0
Sultan Palaya,5000.0,4,325.0
Cunningham Road,2700.0,3,501.0
Other,4000.0,6,460.0
Hegde Nagar,1718.0,3,130.0
7th Phase JP Nagar,1680.0,3,112.0
Hulimavu,1500.0,2,90.0
Sarjapur  Road,1157.0,3,72.0
Akshaya Nagar,1179.0,2,51.0
Hulimavu,1315.0,2,60.48
Other,1105.0,2,28.18
Banashankari,1800.0,3,175.0
Jalahalli East,1010.0,2,52.0
Electronic City,630.0,1,46.0
Kaval Byrasandra,1025.0,2,60.0
Hennur Road,1195.0,2,59.0
Whitefield,1012.0,2,58.0
Hegde Nagar,1884.0,3,118.0
Sarjapura - Attibele Road,1090.0,2,37.0
Other,2950.0,4,250.0
Harlur,1710.0,3,85.0
Uttarahalli,1500.0,3,68.0
Kodichikkanahalli,1310.0,3,53.0
Dommasandra,674.0,2,19.9
Hoodi,1350.0,3,70.0
Other,1464.0,3,115.0
Marsur,715.0,3,29.0
Electronic City,1400.0,3,40.45
Electronic City Phase II,1625.0,3,48.75
Electronic City,1065.0,2,30.76
Kumaraswami Layout,510.0,6,70.0
Other,1385.0,3,90.0
CV Raman Nagar,1040.0,2,50.0
Haralur Road,1817.0,3,110.0
Other,1205.0,2,47.0
Other,1070.0,2,33.43
Other,1070.0,2,52.0
Amruthahalli,1340.0,2,75.0
Kalena Agrahara,980.0,2,35.0
8th Phase JP Nagar,1006.0,2,44.0
Thanisandra,1098.0,2,71.0
Mico Layout,1200.0,2,53.5
Thigalarapalya,4190.0,4,325.0
Sarjapur  Road,1019.0,2,62.0
Whitefield,1150.0,2,40.21
Anekal,1733.5,3,120.0
Other,1415.0,2,120.0
Other,1750.0,3,58.0
Other,1537.0,3,81.0
Kanakpura Road,1452.0,3,55.6
Domlur,1246.0,2,95.0
Yelahanka,1890.0,3,85.0
Electronic City Phase II,972.0,2,40.0
Other,10624.0,4,2340.0
Brookefield,1500.0,4,160.0
Electronic City,630.0,1,33.7
Kothanur,1050.0,8,80.0
Other,1255.0,3,60.0
Ramamurthy Nagar,1900.0,4,185.0
Doddaballapur,2440.0,3,142.0
Kanakpura Road,1938.0,3,92.69
Bannerghatta Road,1711.0,3,125.0
CV Raman Nagar,1392.0,2,95.0
Haralur Road,1225.0,2,77.0
Sarjapur  Road,3418.0,4,235.0
Green Glen Layout,1750.0,3,120.0
Subramanyapura,1260.0,3,80.0
Sarjapur  Road,691.0,1,31.1
BTM 2nd Stage,2400.0,4,400.0
Haralur Road,1285.0,2,78.0
Hebbal,1590.0,3,96.0
9th Phase JP Nagar,1571.0,3,65.0
Hebbal Kempapura,2800.0,5,220.0
Garudachar Palya,1060.0,2,48.66
Other,702.0,4,65.0
Other,2400.0,3,185.0
Bannerghatta Road,1520.0,3,81.0
Kanakpura Road,1530.0,3,70.99
Other,1170.0,2,45.51
OMBR Layout,1580.0,3,75.0
Ardendale,1777.26,3,89.0
Raja Rajeshwari Nagar,1303.0,2,55.78
Kodichikkanahalli,1680.0,2,59.0
Whitefield,1495.0,3,70.0
Yelahanka,1835.0,3,108.0
Banjara Layout,610.0,3,60.0
Other,1080.0,2,38.0
Electronic City,1025.0,2,29.61
Haralur Road,1225.0,2,67.48
Balagere,656.0,1,34.77
Sarjapur  Road,994.0,2,45.0
Other,1025.0,2,65.0
Marathahalli,1156.0,2,52.0
JP Nagar,1250.0,2,60.0
Kundalahalli,3092.0,4,230.0
Hegde Nagar,1930.0,3,122.0
Other,1020.0,2,70.0
Kumaraswami Layout,1310.0,3,70.0
Jalahalli,612.5,1,27.565
Kanakpura Road,1322.0,2,70.0
Kothanur,1160.0,2,57.0
5th Block Hbr Layout,1100.0,2,48.0
Lakshminarayana Pura,1720.0,3,150.0
Chikkalasandra,1090.0,2,47.42
KR Puram,2000.0,2,75.0
Other,1155.0,2,69.0
Vishveshwarya Layout,4000.0,6,230.0
Sarjapur  Road,3913.0,4,176.0
Hebbal,3520.0,3,320.0
JP Nagar,1125.0,2,39.98
Yelahanka,1847.0,3,92.0
7th Phase JP Nagar,1515.0,3,76.0
Raja Rajeshwari Nagar,3450.0,8,225.0
Yelahanka,2500.0,5,120.0
Sarjapur  Road,1130.0,2,55.0
Bellandur,1049.0,2,51.0
Amruthahalli,2650.0,3,175.0
Varthur Road,850.0,2,25.4
Other,2600.0,5,370.0
Jakkur,1282.0,2,72.0
Kalena Agrahara,800.0,2,40.0
Magadi Road,1318.0,3,68.0
Kanakpura Road,1698.0,2,105.0
Other,2030.0,3,182.0
Kammasandra,1276.0,3,31.9
Other,1555.0,3,67.0
Sarjapur  Road,1881.0,3,145.0
Other,2900.0,3,325.0
Yelahanka,1890.0,3,109.0
Other,900.0,5,135.0
