location,total_sqft,size,price,price_per_sqft
Sahakara Nagar,1200.0,2,6000000.0,5000.0
Sahakara Nagar,1032.0,2,4500000.0,4360.46511627907
Sahakara Nagar,1200.0,2,4600000.0,3833.3333333333335
Sahakara Nagar,1270.0,2,9600000.0,7559.055118110236
Sahakara Nagar,1201.0,2,8000000.0,6661.1157368859285
Sahakara Nagar,1200.0,2,5400000.0,4500.0
Sahakara Nagar,1291.0,2,7230000.0,5600.309837335399
Sanjay nagar,1000.0,2,7000000.0,7000.0
Sanjay nagar,1100.0,2,9800000.0,8909.09090909091
Sanjay nagar,1150.0,2,7220000.0,6278.260869565217
Sanjay nagar,1800.0,3,18000000.0,10000.0
Sanjay nagar,630.0,2,3500000.0,5555.555555555556
Sanjay nagar,3300.0,5,25000000.0,7575.757575757576
Sanjay nagar,965.0,1,3200000.0,3316.062176165803
Sanjay nagar,1900.0,3,18000000.0,9473.684210526315
Sanjay nagar,1575.0,2,9000000.0,5714.285714285715
Sanjay nagar,1450.0,3,7500000.0,5172.413793103448
Sanjay nagar,1200.0,3,7600000.0,6333.333333333333
Sanjay nagar,2400.0,3,31000000.0,12916.666666666666
Sanjay nagar,2700.0,4,35000000.0,12962.962962962964
Sanjay nagar,960.0,2,5500000.0,5729.166666666667
Sanjay nagar,1050.0,2,5900000.0,5619.047619047619
Sanjay nagar,1150.0,2,7000000.0,6086.95652173913
Sanjay nagar,1500.0,3,15000000.0,10000.0
Sanjay nagar,1180.0,2,8000000.0,6779.661016949152
Sarakki Nagar,2121.0,3,25300000.0,11928.335690711929
Sarakki Nagar,2289.0,3,26000000.0,11358.671909130624
Sarakki Nagar,2500.0,3,32500000.0,13000.0
Sarakki Nagar,2145.0,3,27000000.0,12587.412587412588
Sarakki Nagar,1200.0,3,12800000.0,10666.666666666666
Sarakki Nagar,924.0,2,7623000.0,8250.0
Sarakki Nagar,2663.0,3,33800000.0,12692.452121667293
Sarakki Nagar,1840.0,3,17500000.0,9510.869565217392
Sarakki Nagar,3131.0,4,34900000.0,11146.598530820824
Sarakki Nagar,2400.0,4,35800000.0,14916.666666666666
Sarakki Nagar,3126.0,4,34500000.0,11036.468330134358
Sarakki Nagar,3124.0,4,34900000.0,11171.574903969271
Sarjapur,2250.0,3,14800000.0,6577.777777777777
Sarjapur,1600.0,3,7500000.0,4687.5
Sarjapur,1242.5,2,4349000.0,3500.201207243461
Sarjapur,913.0,2,3200000.0,3504.9288061336256
Sarjapur,1128.0,2,6000000.0,5319.148936170212
Sarjapur,1185.0,2,4700000.0,3966.2447257383965
Sarjapur,4360.0,5,9000000.0,2064.2201834862385
Sarjapur,900.0,3,4200000.0,4666.666666666667
Sarjapur,649.5,1,1753500.0,2699.7690531177827
Sarjapur,1020.0,2,3500000.0,3431.372549019608
Sarjapur,1195.0,2,4200000.0,3514.644351464435
Sarjapur,1240.0,2,4400000.0,3548.3870967741937
Sarjapur,1550.0,4,6500000.0,4193.548387096775
Sarjapur,1286.0,3,7600000.0,5909.797822706066
Sarjapur,950.0,2,3250000.0,3421.0526315789475
Sarjapur,1285.0,3,6800000.0,5291.828793774319
Sarjapur,1525.0,3,4800000.0,3147.5409836065573
Sarjapur,925.0,2,2500000.0,2702.7027027027025
Sarjapur,3190.0,4,16000000.0,5015.673981191223
Sarjapur,1215.0,2,4000000.0,3292.1810699588477
Sarjapur,2540.0,4,11500000.0,4527.55905511811
Sarjapur,1200.0,3,7800000.0,6500.0
Sarjapur,1000.0,2,3000000.0,3000.0
Sarjapur,1157.0,2,4000000.0,3457.216940363008
Sarjapur,2238.0,3,14000000.0,6255.585344057194
Sarjapur,2020.0,3,8500000.0,4207.920792079208
Sarjapur,2885.0,4,18500000.0,6412.478336221837
Sarjapur,1500.0,2,3000000.0,2000.0
Sarjapur,1917.0,4,6000000.0,3129.8904538341158
Sarjapur,2400.0,3,19000000.0,7916.666666666667
Sarjapur,1240.0,2,4430000.0,3572.5806451612902
Sarjapur,625.0,1,1900000.0,3040.0
Sarjapur,2585.5,4,13950000.0,5395.4747631019145
Sarjapur,940.0,2,2538000.0,2700.0
Sarjapur,2100.0,4,12500000.0,5952.380952380952
Sarjapur,913.0,2,3600000.0,3943.0449069003284
Sarjapur,1404.0,3,5335000.0,3799.8575498575497
Sarjapur,1830.0,3,8800000.0,4808.743169398907
Sarjapur,1364.0,3,5600000.0,4105.571847507332
Sarjapur,1124.0,2,3035000.0,2700.1779359430607
Sarjapur,1044.0,2,3200000.0,3065.1340996168583
Sarjapur,650.0,1,1987000.0,3056.923076923077
Sarjapur,1175.0,2,4200000.0,3574.468085106383
Sarjapur,1240.0,2,4310000.0,3475.8064516129034
Sarjapur,1170.0,3,3540999.9999999995,3026.495726495726
Sarjapur,1032.0,2,4200000.0,4069.767441860465
Sarjapur,2302.5,4,8059000.0,3500.108577633008
Sarjapur,1044.0,2,3400000.0,3256.704980842912
Sarjapur,1200.0,3,7613000.0,6344.166666666667
Sarjapur,1200.0,2,6200000.0,5166.666666666667
Sarjapur,900.0,2,2798000.0,3108.8888888888887
Sarjapur,2970.0,4,13000000.0,4377.104377104377
Sarjapur,1205.0,2,2900000.0,2406.639004149378
Sarjapur,850.0,2,3200000.0,3764.705882352941
Sarjapur,1175.0,2,4168000.0,3547.2340425531916
Sarjapur,1575.0,3,5500000.0,3492.063492063492
Sarjapur,920.0,2,3300000.0,3586.9565217391305
Sarjapur,1445.0,3,5000000.0,3460.2076124567475
Sarjapur,1150.0,2,4100000.0,3565.217391304348
Sarjapur,1200.0,2,4260000.0,3550.0
Sarjapur,1333.0,3,5000000.0,3750.9377344336085
Sarjapur,1044.0,2,3600000.0,3448.2758620689656
Sarjapur,950.0,2,3500000.0,3684.2105263157896
Sarjapur,2585.5,4,11500000.0,4447.882421195127
Sarjapur,2172.0,3,10000000.0,4604.051565377532
Sarjapur,633.0,1,1709000.0,2699.8420221169035
Sarjapur,1500.0,3,9500000.0,6333.333333333333
Sarjapur,1451.0,2,8700000.0,5995.864920744314
Sarjapur,2400.0,4,14000000.0,5833.333333333333
Sarjapur,1525.0,3,6800000.0,4459.016393442623
Sarjapur,1095.0,2,4500000.0,4109.58904109589
Sarjapur,1425.0,3,5700000.0,4000.0
Sarjapur  Road,1254.0,3,3800000.0,3030.3030303030305
Sarjapur  Road,2497.0,3,14000000.0,5606.728073688426
Sarjapur  Road,1787.0,3,9829000.0,5500.279798545048
Sarjapur  Road,1787.0,3,12500000.0,6994.963626189144
Sarjapur  Road,984.0,2,4428000.0,4500.0
Sarjapur  Road,1025.0,2,3600000.0,3512.1951219512193
Sarjapur  Road,1035.0,2,4920000.0,4753.623188405797
Sarjapur  Road,1863.0,4,10400000.0,5582.393988191089
Sarjapur  Road,1000.0,2,6700000.0,6700.0
Sarjapur  Road,1670.0,3,5700000.0,3413.1736526946106
Sarjapur  Road,1346.0,2,7403000.0,5500.0
Sarjapur  Road,1195.0,2,7000000.0,5857.740585774059
Sarjapur  Road,1550.0,3,10000000.0,6451.612903225807
Sarjapur  Road,2100.0,3,12500000.0,5952.380952380952
Sarjapur  Road,2230.0,4,22500000.0,10089.686098654709
Sarjapur  Road,1800.0,2,3418500.0,1899.1666666666667
Sarjapur  Road,1249.0,3,4471000.0,3579.663730984788
Sarjapur  Road,1210.0,2,5800000.0,4793.388429752066
Sarjapur  Road,1691.0,3,11300000.0,6682.436428149024
Sarjapur  Road,1278.0,2,9500000.0,7433.489827856025
Sarjapur  Road,2238.0,3,14000000.0,6255.585344057194
Sarjapur  Road,1800.0,3,11000000.0,6111.111111111111
Sarjapur  Road,1115.0,2,5000000.0,4484.304932735426
Sarjapur  Road,1403.0,3,5500000.0,3920.1710620099784
Sarjapur  Road,1346.0,2,6192000.0,4600.297176820208
Sarjapur  Road,710.0,1,2700000.0,3802.8169014084506
Sarjapur  Road,3335.0,4,30000000.0,8995.502248875562
Sarjapur  Road,1403.0,3,5163000.0,3679.9714896650034
Sarjapur  Road,1984.0,3,14600000.0,7358.870967741936
Sarjapur  Road,1035.0,2,4500000.0,4347.826086956522
Sarjapur  Road,1128.0,2,5900000.0,5230.49645390071
Sarjapur  Road,1495.0,3,6400000.0,4280.936454849499
Sarjapur  Road,1700.0,3,11000000.0,6470.588235294118
Sarjapur  Road,1157.0,3,7500000.0,6482.281763180639
Sarjapur  Road,1282.0,2,7200000.0,5616.224648985959
Sarjapur  Road,615.0,1,1783500.0,2900.0
Sarjapur  Road,4111.0,4,31000000.0,7540.744344441741
Sarjapur  Road,3430.0,4,22850000.0,6661.807580174927
Sarjapur  Road,3900.0,4,30000000.0,7692.307692307692
Sarjapur  Road,1300.0,2,6000000.0,4615.384615384615
Sarjapur  Road,1000.0,2,4000000.0,4000.0
Sarjapur  Road,1050.0,2,6200000.0,5904.761904761905
Sarjapur  Road,1700.0,3,13500000.0,7941.176470588235
Sarjapur  Road,1691.0,3,11900000.0,7037.25606150207
Sarjapur  Road,1846.0,3,14000000.0,7583.965330444204
Sarjapur  Road,1200.0,3,9500000.0,7916.666666666667
Sarjapur  Road,1117.0,2,2999000.0,2684.870188003581
Sarjapur  Road,1929.0,3,10300000.0,5339.554173146708
Sarjapur  Road,1155.0,2,5800000.0,5021.645021645022
Sarjapur  Road,1215.0,2,11000000.0,9053.497942386832
Sarjapur  Road,1819.0,3,10000000.0,5497.526113249038
Sarjapur  Road,1845.0,3,11000000.0,5962.059620596206
Sarjapur  Road,1233.0,2,7765000.000000001,6297.6480129764805
Sarjapur  Road,1525.0,3,6000000.0,3934.4262295081967
Sarjapur  Road,4395.0,4,24200000.0,5506.257110352673
Sarjapur  Road,1220.0,3,5600000.0,4590.163934426229
Sarjapur  Road,3750.0,4,29000000.0,7733.333333333333
Sarjapur  Road,1428.0,3,6600000.0,4621.848739495798
Sarjapur  Road,1680.0,3,11200000.0,6666.666666666667
Sarjapur  Road,1255.0,2,9200000.0,7330.677290836654
Sarjapur  Road,1380.0,3,5200000.0,3768.1159420289855
Sarjapur  Road,1220.0,3,5800000.0,4754.098360655737
Sarjapur  Road,1311.0,2,7800000.0,5949.656750572082
Sarjapur  Road,1145.0,2,7500000.0,6550.218340611354
Sarjapur  Road,1800.0,2,2878500.0,1599.1666666666667
Sarjapur  Road,1300.0,3,7000000.0,5384.615384615385
Sarjapur  Road,1390.0,2,6200000.0,4460.431654676259
Sarjapur  Road,1725.0,3,9000000.0,5217.391304347826
Sarjapur  Road,1476.0,3,9894000.0,6703.252032520325
Sarjapur  Road,2180.0,3,17000000.0,7798.165137614679
Sarjapur  Road,1084.0,2,5500000.0,5073.8007380073805
Sarjapur  Road,1220.0,3,6200000.0,5081.9672131147545
Sarjapur  Road,1750.0,3,11000000.0,6285.714285714285
Sarjapur  Road,1888.0,3,9500000.0,5031.779661016949
Sarjapur  Road,1300.0,3,6000000.0,4615.384615384615
Sarjapur  Road,1200.0,3,7000000.0,5833.333333333333
Sarjapur  Road,2600.0,3,20000000.0,7692.307692307692
Sarjapur  Road,5965.0,5,38500000.0,6454.316848281643
Sarjapur  Road,685.0,1,4000000.0,5839.41605839416
Sarjapur  Road,944.0,2,3500000.0,3707.6271186440677
Sarjapur  Road,915.0,2,3800000.0,4153.005464480874
Sarjapur  Road,2720.0,3,21000000.0,7720.588235294118
Sarjapur  Road,858.0,2,3157000.0,3679.4871794871797
Sarjapur  Road,1241.0,2,8200000.0,6607.57453666398
Sarjapur  Road,984.0,2,4591000.0,4665.650406504065
Sarjapur  Road,1400.0,2,6800000.0,4857.142857142857
Sarjapur  Road,3785.0,4,28000000.0,7397.622192866578
Sarjapur  Road,835.0,1,4695000.0,5622.754491017964
Sarjapur  Road,2900.0,3,28500000.0,9827.586206896553
Sarjapur  Road,1280.0,2,7600000.0,5937.5
Sarjapur  Road,1145.0,2,4950000.0,4323.144104803493
Sarjapur  Road,1470.0,3,6200000.0,4217.687074829932
Sarjapur  Road,1263.0,2,7800000.0,6175.771971496437
Sarjapur  Road,1691.0,3,9800000.0,5795.38734476641
Sarjapur  Road,3416.5,4,14300000.0,4185.570027806234
Sarjapur  Road,1350.0,3,3997000.0,2960.740740740741
Sarjapur  Road,1308.0,2,8300000.0,6345.565749235474
Sarjapur  Road,1592.0,3,9100000.0,5716.08040201005
Sarjapur  Road,1016.0,2,4500000.0,4429.133858267716
Sarjapur  Road,1150.0,2,7700000.0,6695.652173913043
Sarjapur  Road,1965.0,3,12000000.0,6106.8702290076335
Sarjapur  Road,2275.0,3,18000000.0,7912.087912087912
Sarjapur  Road,1680.0,3,16000000.0,9523.809523809523
Sarjapur  Road,985.0,2,4900000.0,4974.619289340101
Sarjapur  Road,1418.0,2,7800000.0,5500.705218617772
Sarjapur  Road,1200.0,2,9300000.0,7750.0
Sarjapur  Road,1586.0,3,7000000.0,4413.619167717528
Sarjapur  Road,1260.0,2,5300000.0,4206.349206349207
Sarjapur  Road,1115.0,2,6000000.0,5381.165919282511
Sarjapur  Road,1525.0,3,8700000.0,5704.918032786885
Sarjapur  Road,1346.0,2,7131999.999999999,5298.662704309063
Sarjapur  Road,3905.0,5,29000000.0,7426.376440460947
Sarjapur  Road,915.0,2,3700000.0,4043.7158469945357
Sarjapur  Road,715.0,1,2900000.0,4055.944055944056
Sarjapur  Road,1230.0,2,9450000.0,7682.926829268293
Sarjapur  Road,1043.0,2,3950000.0,3787.152444870566
Sarjapur  Road,1750.0,3,9900000.0,5657.142857142857
Sarjapur  Road,1145.0,2,6200000.0,5414.847161572053
Sarjapur  Road,1500.0,3,8800000.0,5866.666666666667
Sarjapur  Road,1190.0,2,5000000.0,4201.680672268908
Sarjapur  Road,1846.0,3,14500000.0,7854.821235102925
Sarjapur  Road,1846.0,3,15500000.0,8396.533044420368
Sarjapur  Road,1067.0,2,6000000.0,5623.242736644798
Sarjapur  Road,3200.0,5,14000000.0,4375.0
Sarjapur  Road,2383.0,4,21500000.0,9022.24087284935
Sarjapur  Road,1700.0,3,9500000.0,5588.235294117647
Sarjapur  Road,2145.0,3,19000000.0,8857.808857808857
Sarjapur  Road,1230.0,2,6500000.0,5284.552845528456
Sarjapur  Road,1178.0,2,4043000.0,3432.088285229202
Sarjapur  Road,1939.0,3,9800000.0,5054.151624548736
Sarjapur  Road,2556.0,3,16900000.0,6611.89358372457
Sarjapur  Road,1278.0,2,9000000.0,7042.2535211267605
Sarjapur  Road,975.0,2,2827500.0,2900.0
Sarjapur  Road,2180.0,3,24000000.0,11009.174311926605
Sarjapur  Road,1305.0,2,9900000.0,7586.206896551724
Sarjapur  Road,1755.0,3,12200000.0,6951.5669515669515
Sarjapur  Road,1040.0,2,3700000.0,3557.6923076923076
Sarjapur  Road,1374.0,3,5100000.0,3711.7903930131006
Sarjapur  Road,1000.0,2,3850000.0,3850.0
Sarjapur  Road,4334.0,4,33800000.0,7798.800184586987
Sarjapur  Road,1173.0,3,4575000.0,3900.2557544757033
Sarjapur  Road,3930.0,5,32900000.0,8371.501272264632
Sarjapur  Road,1120.0,2,5000000.0,4464.285714285715
Sarjapur  Road,1530.0,3,6000000.0,3921.5686274509803
Sarjapur  Road,1700.0,3,9350000.0,5500.0
Sarjapur  Road,1403.0,3,5600000.0,3991.4468995010693
Sarjapur  Road,1060.0,2,5500000.0,5188.679245283019
Sarjapur  Road,1455.0,3,9800000.0,6735.395189003437
Sarjapur  Road,1405.0,3,4887000.0,3478.291814946619
Sarjapur  Road,1850.0,3,14000000.0,7567.5675675675675
Sarjapur  Road,950.0,1,3990000.0,4200.0
Sarjapur  Road,1826.0,3,13000000.0,7119.386637458927
Sarjapur  Road,2600.0,4,9800000.0,3769.230769230769
Sarjapur  Road,1660.0,3,11600000.0,6987.951807228916
Sarjapur  Road,1700.0,3,10800000.0,6352.941176470588
Sarjapur  Road,1272.5,3,4072000.0,3200.0
Sarjapur  Road,1539.0,3,8500000.0,5523.066926575699
Sarjapur  Road,1489.0,3,8200000.0,5507.051712558764
Sarjapur  Road,1550.0,3,6975000.0,4500.0
Sarjapur  Road,539.0,1,4500000.0,8348.794063079777
Sarjapur  Road,1186.0,3,4000000.0,3372.681281618887
Sarjapur  Road,1200.0,2,7500000.0,6250.0
Sarjapur  Road,2145.0,3,18000000.0,8391.608391608392
Sarjapur  Road,1308.0,2,5886000.0,4500.0
Sarjapur  Road,1320.0,2,11500000.0,8712.121212121212
Sarjapur  Road,920.0,2,4000000.0,4347.826086956522
Sarjapur  Road,3044.0,3,18300000.0,6011.826544021025
Sarjapur  Road,1163.0,3,6200000.0,5331.04041272571
Sarjapur  Road,3004.0,3,15800000.0,5259.65379494008
Sarjapur  Road,1877.0,3,15000000.0,7991.475759190197
Sarjapur  Road,1115.0,2,4300000.0,3856.5022421524664
Sarjapur  Road,1229.0,2,7000000.0,5695.6875508543535
Sarjapur  Road,1044.0,2,3477000.0000000005,3330.459770114943
Sarjapur  Road,1342.0,2,7000000.0,5216.095380029807
Sarjapur  Road,1711.0,3,11000000.0,6428.988895382817
Sarjapur  Road,1484.0,3,6500000.0,4380.053908355795
Sarjapur  Road,1220.0,3,5700000.0,4672.131147540984
Sarjapur  Road,1050.0,2,6350000.0,6047.619047619048
Sarjapur  Road,1350.0,2,10200000.0,7555.555555555556
Sarjapur  Road,2990.0,4,24000000.0,8026.755852842809
Sarjapur  Road,1035.0,2,4900000.0,4734.299516908212
Sarjapur  Road,1457.0,3,8500000.0,5833.905284831846
Sarjapur  Road,1685.0,3,13500000.0,8011.86943620178
Sarjapur  Road,1350.0,2,6800000.0,5037.037037037037
Sarjapur  Road,1157.0,3,5399000.0,4666.3785652549695
Sarjapur  Road,3800.0,4,32500000.0,8552.631578947368
Sarjapur  Road,1385.0,3,5500000.0,3971.1191335740073
Sarjapur  Road,1700.0,3,7990000.000000001,4700.000000000001
Sarjapur  Road,984.0,2,5500000.0,5589.430894308943
Sarjapur  Road,914.0,2,3200000.0,3501.09409190372
Sarjapur  Road,1864.0,4,10500000.0,5633.0472103004295
Sarjapur  Road,1157.0,3,5784000.0,4999.1356957649095
Sarjapur  Road,1150.0,2,3679999.9999999995,3199.9999999999995
Sarjapur  Road,3385.5,4,14200000.0,4194.358292718948
Sarjapur  Road,1320.0,2,10000000.0,7575.757575757576
Sarjapur  Road,1984.0,3,14500000.0,7308.467741935484
Sarjapur  Road,1773.5,3,8512500.0,4799.830842965886
Sarjapur  Road,1800.0,4,9000000.0,5000.0
Sarjapur  Road,3692.0,5,34000000.0,9209.100758396533
Sarjapur  Road,7800.0,5,38500000.0,4935.897435897436
Sarjapur  Road,1550.0,3,8900000.0,5741.935483870968
Sarjapur  Road,1150.0,2,4400000.0,3826.086956521739
Sarjapur  Road,1900.0,3,18000000.0,9473.684210526315
Sarjapur  Road,2425.0,4,20100000.0,8288.659793814433
Sarjapur  Road,1400.0,3,5500000.0,3928.5714285714284
Sarjapur  Road,2070.0,3,16000000.0,7729.468599033817
Sarjapur  Road,1435.0,3,9000000.0,6271.777003484321
Sarjapur  Road,1194.0,2,5100000.0,4271.356783919598
Sarjapur  Road,1262.0,2,6700000.0,5309.033280507131
Sarjapur  Road,1693.0,3,12500000.0,7383.343177790904
Sarjapur  Road,1826.0,3,12500000.0,6845.564074479737
Sarjapur  Road,1060.0,2,5000000.0,4716.981132075472
Sarjapur  Road,2750.0,4,24000000.0,8727.272727272728
Sarjapur  Road,1830.0,3,11900000.0,6502.732240437159
Sarjapur  Road,1700.0,3,19400000.0,11411.764705882353
Sarjapur  Road,1929.0,3,10100000.0,5235.873509590461
Sarjapur  Road,1525.0,3,6500000.0,4262.295081967213
Sarjapur  Road,2900.0,4,24000000.0,8275.862068965518
Sarjapur  Road,1059.0,2,6800000.0,6421.152030217186
Sarjapur  Road,1577.0,3,6500000.0,4121.750158528852
Sarjapur  Road,1157.0,3,7400000.0,6395.851339671564
Sarjapur  Road,1700.0,3,11800000.0,6941.176470588235
Sarjapur  Road,1691.0,3,12000000.0,7096.392667060911
Sarjapur  Road,1770.0,3,18000000.0,10169.49152542373
Sarjapur  Road,1308.0,2,7500000.0,5733.94495412844
Sarjapur  Road,2650.0,3,26000000.0,9811.32075471698
Sarjapur  Road,1580.0,3,12500000.0,7911.392405063291
Sarjapur  Road,1797.0,3,9500000.0,5286.588759042849
Sarjapur  Road,1763.25,3,9800000.0,5557.918616191691
Sarjapur  Road,1550.0,3,9800000.0,6322.580645161291
Sarjapur  Road,534.0,1,1964999.9999999998,3679.775280898876
Sarjapur  Road,1450.0,3,7500000.0,5172.413793103448
Sarjapur  Road,984.0,2,5900000.0,5995.934959349594
Sarjapur  Road,1489.0,3,8800000.0,5910.006715916723
Sarjapur  Road,1104.0,2,3422000.0,3099.6376811594205
Sarjapur  Road,702.0,1,5200000.0,7407.407407407408
Sarjapur  Road,1242.0,2,7500000.0,6038.647342995169
Sarjapur  Road,2275.0,3,18500000.0,8131.868131868132
Sarjapur  Road,3200.0,4,35000000.0,10937.5
Sarjapur  Road,2100.0,3,13500000.0,6428.571428571428
Sarjapur  Road,3335.0,4,29000000.0,8695.652173913044
Sarjapur  Road,3009.0,3,33100000.0,11000.33233632436
Sarjapur  Road,1862.0,3,11000000.0,5907.626208378088
Sarjapur  Road,2275.0,3,17500000.0,7692.307692307692
Sarjapur  Road,1314.0,2,11000000.0,8371.38508371385
Sarjapur  Road,1787.0,3,11600000.0,6491.326245103525
Sarjapur  Road,1691.0,3,9301000.0,5500.295683027794
Sarjapur  Road,1028.0,2,5600000.0,5447.470817120623
Sarjapur  Road,3005.0,4,27500000.0,9151.414309484193
Sarjapur  Road,1181.0,3,6500000.0,5503.81033022862
Sarjapur  Road,1691.0,3,10000000.0,5913.660555884092
Sarjapur  Road,1026.0,2,6055000.0,5901.559454191033
Sarjapur  Road,1350.0,2,8500000.0,6296.2962962962965
Sarjapur  Road,1157.0,3,7200000.0,6222.990492653414
Sarjapur  Road,1019.0,2,6200000.0,6084.396467124632
Sarjapur  Road,3418.0,4,23500000.0,6875.365710942071
Sarjapur  Road,691.0,1,3110000.0,4500.723589001447
Sarjapur  Road,994.0,2,4500000.0,4527.162977867203
Sarjapur  Road,3913.0,4,17600000.0,4497.827753641707
Sarjapur  Road,1130.0,2,5500000.0,4867.256637168141
Sarjapur  Road,1881.0,3,14500000.0,7708.665603402445
Sarjapur  Road,2275.0,3,18200000.0,8000.0
Sarjapur  Road,980.0,2,2500000.0,2551.0204081632655
Sarjapur  Road,970.0,2,3600000.0,3711.340206185567
Sarjapur  Road,1346.0,2,6738000.0,5005.94353640416
Sarjapur  Road,1045.0,2,4215000.0,4033.492822966507
Sarjapur  Road,2880.0,4,21100000.0,7326.388888888889
Sarjapur  Road,3418.0,4,22200000.0,6495.026331187829
Sarjapur  Road,675.0,1,2700000.0,4000.0
Sarjapur  Road,1773.5,3,10292000.0,5803.213983648154
Sarjapur  Road,10000.0,5,97500000.0,9750.0
Sarjapur  Road,3930.0,4,33000000.0,8396.946564885497
Sarjapur  Road,1335.0,2,9500000.0,7116.104868913858
Sarjapur  Road,1525.0,3,6300000.0,4131.147540983607
Sarjapur  Road,1680.0,3,12600000.0,7500.0
Sarjapur  Road,1222.0,3,6800000.0,5564.648117839607
Sarjapur  Road,3420.0,4,22500000.0,6578.9473684210525
Sarjapur  Road,1510.0,3,11000000.0,7284.76821192053
Sarjapur  Road,1242.0,2,7800000.0,6280.193236714976
Sarjapur  Road,1665.0,3,7493000.000000001,4500.3003003003005
Sarjapur  Road,1129.0,2,6900000.0,6111.603188662533
Sarjapur  Road,1180.0,3,4500000.0,3813.5593220338983
Sarjapur  Road,1034.0,2,3800000.0,3675.0483558994197
Sarjapur  Road,1113.0,2,4450000.0,3998.2030548068283
Sarjapur  Road,1879.0,3,15500000.0,8249.068653539116
Sarjapur  Road,2425.0,4,17500000.0,7216.494845360825
Sarjapur  Road,1323.0,2,7400000.0,5593.348450491308
Sarjapur  Road,2500.0,4,22500000.0,9000.0
Sarjapur  Road,2289.0,3,17800000.0,7776.321537789428
Sarjapur  Road,1505.0,3,6000000.0,3986.7109634551493
Sarjapur  Road,1314.0,3,7044000.0,5360.730593607306
Sarjapur  Road,2100.0,3,13000000.0,6190.476190476191
Sarjapur  Road,702.0,1,3579999.9999999995,5099.715099715099
Sarjapur  Road,1240.0,4,11000000.0,8870.967741935483
Sarjapur  Road,1320.0,2,11000000.0,8333.333333333334
Sarjapur  Road,1200.0,3,4400000.0,3666.6666666666665
Sarjapur  Road,1800.0,3,12800000.0,7111.111111111111
Sarjapur  Road,2275.0,3,18700000.0,8219.78021978022
Sarjapur  Road,1270.0,3,5400000.0,4251.968503937008
Sarjapur  Road,1026.0,2,6080000.0,5925.925925925926
Sarjapur  Road,1025.0,2,4550000.0,4439.024390243902
Sarjapur  Road,1216.0,2,7000000.0,5756.578947368421
Sarjapur  Road,1814.0,3,6300000.0,3472.9878721058435
Sarjapur  Road,1112.0,2,6200000.0,5575.5395683453235
Sarjapur  Road,1273.0,2,6000000.0,4713.275726630008
Sarjapur  Road,1157.0,3,6900000.0,5963.699222126188
Sarjapur  Road,1150.0,2,4850000.0,4217.391304347826
Sarjapur  Road,1205.0,2,3700000.0,3070.539419087137
Sarjapur  Road,1600.0,3,12000000.0,7500.0
Sarjapur  Road,1370.0,2,7000000.0,5109.489051094891
Sarjapur  Road,475.0,1,2600000.0,5473.684210526316
Sarjapur  Road,1197.0,2,5686000.0,4750.208855472013
Sarjapur  Road,3040.0,4,13500000.0,4440.789473684211
Sarjapur  Road,1857.0,3,15500000.0,8346.795907377491
Sarjapur  Road,1750.0,4,18500000.0,10571.42857142857
Sarjapur  Road,1194.0,2,5700000.0,4773.869346733668
Sarjapur  Road,984.0,2,4575000.0,4649.390243902439
Sarjapur  Road,1347.0,3,4400000.0,3266.5181885671864
Sarjapur  Road,1105.0,2,4000000.0,3619.9095022624433
Sarjapur  Road,1140.0,2,4000000.0,3508.7719298245615
Sarjapur  Road,1346.0,2,6961000.0,5171.619613670134
Sarjapur  Road,2089.0,3,14800000.0,7084.729535662997
Sarjapur  Road,1612.0,3,9838000.0,6102.977667493797
Sarjapur  Road,1290.0,2,8800000.0,6821.705426356589
Sarjapur  Road,1371.0,2,8600000.0,6272.793581327498
Sarjapur  Road,2140.0,3,13900000.0,6495.327102803738
Sarjapur  Road,1044.0,2,5500000.0,5268.199233716475
Sarjapur  Road,1600.0,3,8500000.0,5312.5
Sarjapur  Road,2180.0,3,18000000.0,8256.880733944954
Sarjapur  Road,2206.0,3,18000000.0,8159.564823209429
Sarjapur  Road,1309.0,2,6950000.0,5309.396485867074
Sarjapur  Road,1250.0,4,13500000.0,10800.0
Sarjapur  Road,1367.0,2,8000000.0,5852.231163130944
Sarjapur  Road,1565.0,3,7800000.0,4984.025559105431
Sarjapur  Road,1984.0,3,14800000.0,7459.677419354839
Sarjapur  Road,1035.0,2,4700000.0,4541.062801932367
Sarjapur  Road,1112.0,2,5800000.0,5215.827338129497
Sarjapur  Road,1340.0,2,7500000.0,5597.014925373134
Sarjapur  Road,3500.0,3,27500000.0,7857.142857142857
Sarjapur  Road,1850.0,3,8900000.0,4810.810810810811
Sarjapur  Road,2758.0,4,24000000.0,8701.95794053662
Sarjapur  Road,1132.0,2,7000000.0,6183.745583038869
Sarjapur  Road,1380.0,3,5500000.0,3985.5072463768115
Sarjapur  Road,4050.0,4,45000000.0,11111.111111111111
Sarjapur  Road,2425.0,4,19500000.0,8041.237113402062
Sarjapura - Attibele Road,1330.0,3,4800000.0,3609.0225563909776
Sarjapura - Attibele Road,1329.0,3,4595000.0,3457.486832204665
Sarjapura - Attibele Road,829.0,2,2280000.0,2750.301568154403
Sarjapura - Attibele Road,2400.0,3,8500000.0,3541.6666666666665
Sarjapura - Attibele Road,1033.0,2,2841000.0,2750.242013552759
